Feature,Mean |SHAP|,Std SHAP,Correlation,Min Value,Max Value
temp,0.0,0.0,,-0.4029771810058615,-0.38528382690585955
dew,0.0,0.0,,-0.3595782634513025,-0.35396645758182643
humidity,0.0,0.0,,0.16650586764803135,0.3416113973911821
winddir,0.0,0.0,,0.30561067134078035,0.5088165048889716
windspeed,0.0,0.0,,0.3306554247909816,0.769439489114517
pressure,0.0,0.0,,-0.042435529091399256,0.047565835697199264
cloudcover,0.0,0.0,,0.4400545135462115,1.1063530223088909
